Chrom	Pos	EnrichmentRatio
Chr1	74736	0.2548
Chr1	103308	0.0449
Chr1	7675238	0.0986
Chr1	152232	0.4416
Chr1	3799279	0.0
Chr1	170065	0.1949
Chr1	193815	0.1263
Chr1	1595066	0.2182
Chr1	211851	0.0299
Chr1	9629726	0.0449
Chr1	2169571	0.3848
Chr1	12582061	0.2248
Chr1	9153882	0.1528
Chr1	2460974	0.0898
Chr1	325017	0.0
Chr1	369123	0.0299
Chr1	2527850	0.0
Chr1	10486563	0.0448
Chr1	420421	0.0899
Chr1	681656	0.0
Chr1	6529672	0.1198
Chr1	6071470	0.0448
Chr1	539570	0.0448
Chr1	1901393	0.0149
Chr1	565836	0.6749
Chr1	597354	0.1049
Chr1	7196899	0.0898
Chr1	664710	0.284
Chr1	689314	0.1349
Chr1	9504742	0.1557
Chr1	705273	0.1198
Chr1	11046861	0.0149
Chr1	729413	0.2098
Chr1	774736	0.0299
Chr1	795795	0.1198
Chr1	834184	0.0149
Chr1	857928	0.0599
Chr1	929914	0.1648
Chr1	955357	0.1349
Chr1	956766	0.1349
Chr1	964281	0.0449
Chr1	10833237	0.0
Chr1	9206062	0.0149
Chr1	1076591	0.0757
Chr1	1103918	0.0
Chr1	9119092	0.0
Chr1	1131954	0.2652
Chr1	4644681	0.0749
Chr1	2654551	0.0
Chr1	1184146	0.0449
Chr1	2939512	0.0
Chr1	2580175	0.0749
Chr1	7586102	0.0149
Chr1	1259557	0.1349
Chr1	1263578	0.1349
Chr1	1280140	0.1499
Chr1	1281537	0.1499
Chr1	5638426	0.1649
Chr1	1285065	0.0784
Chr1	1289574	0.1272
Chr1	1292044	0.1499
Chr1	9064933	0.0149
Chr1	10905467	0.1798
Chr1	1384409	0.0149
Chr1	7515880	0.1349
Chr1	3356715	0.3061
Chr1	7320466	0.0448
Chr1	1583081	0.1648
Chr1	5710943	0.0149
Chr1	1661091	0.2848
Chr1	1679911	0.1198
Chr1	1719805	0.1043
Chr1	1723819	0.2246
Chr1	1731344	0.1504
Chr1	1743940	0.1058
Chr1	1753226	0.0624
Chr1	6433970	0.1947
Chr1	11978778	0.0449
Chr1	1786614	0.0149
Chr1	1813837	0.0149
Chr1	9483409	0.2548
Chr1	5315118	0.0449
Chr1	5739542	0.1349
Chr1	10436436	0.0
Chr1	1855037	0.0749
Chr1	13206585	0.1197
Chr1	5363450	0.1198
Chr1	3572709	0.2157
Chr1	7735271	0.0599
Chr1	1928359	0.1349
Chr1	1947383	0.0
Chr1	1971732	0.0749
Chr1	1988307	0.0898
Chr1	4702035	0.0149
Chr1	9626757	0.0449
Chr1	11376685	0.1948
Chr1	5446868	0.2098
Chr1	5641895	0.3442
Chr1	11903838	0.1537
Chr1	3599794	0.1048
Chr1	7479941	0.2998
Chr1	2490952	0.2098
Chr1	2518353	0.1948
Chr1	3658001	0.0
Chr1	6214915	0.0163
Chr1	3820324	0.0599
Chr1	10225421	0.2077
Chr1	8662324	0.0449
Chr1	13074544	0.2398
Chr1	2689629	0.1377
Chr1	9211364	0.0
Chr1	2731615	0.0599
Chr1	9468400	0.0
Chr1	10222996	0.2996
Chr1	6046223	0.0
Chr1	6168060	0.0448
Chr1	12353732	0.0299
Chr1	3264956	0.1348
Chr1	3327719	0.2696
Chr1	3392028	0.3426
Chr1	3408919	0.0299
Chr1	3648600	0.0299
Chr1	3456884	0.0449
Chr1	3496370	0.0449
Chr1	3503425	0.0
Chr1	6086857	0.1255
Chr1	3525776	0.2022
Chr1	3534971	0.2398
Chr1	3585554	0.0003
Chr1	3614099	0.0449
Chr1	6355882	0.088
Chr1	9959826	0.1648
Chr1	3631361	0.0449
Chr1	3733515	0.1984
Chr1	3740837	0.1948
Chr1	3847079	0.1198
Chr1	3848009	0.1198
Chr1	9033879	0.0
Chr1	3908832	0.0299
Chr1	3713924	0.417
Chr1	9144305	0.0598
Chr1	3937792	0.1049
Chr1	3970583	0.0898
Chr1	3989803	0.1501
Chr1	10738336	0.0749
Chr1	9555136	0.0
Chr1	11712131	0.0149
Chr1	4189999	0.0748
Chr1	8386912	0.0748
Chr1	4219381	0.2397
Chr1	10054632	0.5398
Chr1	4244930	0.1198
Chr1	4414528	0.1498
Chr1	9210452	0.0149
Chr1	4461570	0.4797
Chr1	4548256	0.1647
Chr1	9847023	0.1799
Chr1	8695724	0.1198
Chr1	7334396	0.0794
Chr1	4645449	0.0749
Chr1	4653979	0.0
Chr1	9481237	0.2784
Chr1	11673861	0.0748
Chr1	8371439	0.0
Chr1	4753992	0.0
Chr1	11769332	0.233
Chr1	11122314	0.0448
Chr1	10247851	0.1647
Chr1	12868215	0.0598
Chr1	4822260	0.1948
Chr1	4835262	0.0959
Chr1	4919450	0.1597
Chr1	9457494	0.0899
Chr1	5109392	0.0
Chr1	11470112	0.1648
Chr1	5150897	0.0898
Chr1	10797764	0.0149
Chr1	10050525	0.3122
Chr1	5210676	0.0149
Chr1	5249834	0.0
Chr1	5419230	0.0599
Chr1	5499006	0.0
Chr1	5513403	0.1598
Chr1	5540530	0.0
Chr1	5548113	0.0449
Chr1	11668186	0.0748
Chr1	5575402	0.1198
Chr1	5628164	0.0299
Chr1	5635935	0.1649
Chr1	6143887	0.1199
Chr1	9604117	0.0299
Chr1	9815270	0.0149
Chr1	5846845	0.3598
Chr1	7914687	0.1598
Chr1	5870037	0.1648
Chr1	5942602	0.2998
Chr1	5956947	0.2249
Chr1	7591856	0.0149
Chr1	6062113	0.1948
Chr1	6066601	0.1948
Chr1	7154994	0.0149
Chr1	6082170	0.0
Chr1	6148297	0.0103
Chr1	6319217	0.3213
Chr1	9455722	0.1498
Chr1	6322780	0.3298
Chr1	6369885	0.0
Chr1	7022640	0.0149
Chr1	6488472	0.1347
Chr1	10791100	0.0
Chr1	12549455	0.1103
Chr1	10722462	0.1797
Chr1	9828067	0.2699
Chr1	8663940	0.0449
Chr1	7185986	0.0
Chr1	9360149	0.1798
Chr1	7375963	0.0748
Chr1	7593381	0.0
Chr1	7650145	0.0654
Chr1	8973407	0.0755
Chr1	9421011	0.0538
Chr1	8720800	0.0898
Chr1	7951591	0.1948
Chr1	9607708	0.0448
Chr1	9095444	0.0597
Chr1	12158764	0.0448
Chr1	8284367	0.0449
Chr1	9889617	0.3597
Chr1	8351495	0.2699
Chr1	9266762	0.0
Chr1	12167312	0.0749
Chr1	8674256	0.0149
Chr1	8721852	0.1048
Chr1	8909268	0.2248
Chr1	8910191	0.2248
Chr1	8999031	0.0298
Chr1	11238282	0.0
Chr1	10313063	0.0386
Chr1	9075202	0.0299
Chr1	10580325	0.0749
Chr1	9637026	0.0474
Chr1	11372568	0.1716
Chr1	10569813	0.2248
Chr1	10560042	0.0449
Chr1	10686774	0.0299
Chr1	10950454	0.0299
Chr1	11717411	0.0
Chr1	12157656	0.1242
Chr1	11241536	0.0
Chr1	13071357	0.0299
Chr5	20936896	0.1047
Chr2	601358	0.0
Chr2	603794	0.0
Chr2	4536359	0.0
Chr2	6658917	0.0
Chr2	7581439	0.2248
Chr3	9982225	0.0447
Chr3	13212854	0.0
Chr4	2596990	0.1648
Chr4	18268459	0.2247
Chr4	12809217	0.1065
Chr1	2513068	0.1798
Chr1	5000204	0.3898
Chr1	151661	0.4558
Chr1	5669107	0.0
Chr1	167885	0.1584
Chr1	11606615	0.0713
Chr1	3506044	0.0
Chr1	201351	0.3698
Chr1	13142017	0.1799
Chr1	213034	0.0299
Chr1	271646	0.0
Chr1	12582098	0.2248
Chr1	286856	0.0
Chr1	320008	0.0
Chr1	3713221	0.3597
Chr1	8124724	0.0
Chr1	385996	0.0
