Chrom	Pos	EnrichmentRatio
Chr1	74736	0.392
Chr1	103308	0.199
Chr1	7675238	0.0
Chr1	152232	0.187
Chr1	3799279	0.0
Chr1	170065	0.0
Chr1	193815	0.073
Chr1	1595066	0.0
Chr1	211851	0.0
Chr1	9629726	0.0
Chr1	2169571	0.228
Chr1	12582061	0.562
Chr1	9153882	0.0
Chr1	2460974	0.0
Chr1	325017	0.868
Chr1	369123	0.512
Chr1	2527850	0.0
Chr1	10486563	0.313
Chr1	420421	0.634
Chr1	681656	0.0
Chr1	6529672	0.0
Chr1	6071470	0.115
Chr1	539570	0.0
Chr1	1901393	0.0
Chr1	565836	1.0
Chr1	597354	0.0
Chr1	7196899	0.013
Chr1	664710	0.0
Chr1	689314	0.0
Chr1	9504742	0.0
Chr1	705273	0.0
Chr1	11046861	0.0
Chr1	729413	0.69
Chr1	774736	0.0
Chr1	795795	0.394
Chr1	834184	0.0
Chr1	857928	0.0
Chr1	929914	0.362
Chr1	955357	0.0
Chr1	956766	0.769
Chr1	964281	0.0
Chr1	10833237	0.0
Chr1	9206062	0.334
Chr1	1076591	0.0
Chr1	1103918	0.344
Chr1	9119092	0.668
Chr1	1131954	0.615
Chr1	4644681	0.289
Chr1	2654551	0.0
Chr1	1184146	0.245
Chr1	2939512	0.375
Chr1	2580175	0.1
Chr1	7586102	0.0
Chr1	1259557	0.0
Chr1	1263578	0.0
Chr1	1280140	0.0
Chr1	1281537	0.349
Chr1	5638426	0.378
Chr1	1285065	0.0
Chr1	1289574	0.0
Chr1	1292044	0.259
Chr1	9064933	0.0
Chr1	10905467	0.392
Chr1	1384409	0.064
Chr1	7515880	0.0
Chr1	3356715	0.746
Chr1	7320466	0.589
Chr1	1583081	0.105
Chr1	5710943	0.0
Chr1	1661091	0.804
Chr1	1679911	0.0
Chr1	1719805	0.0
Chr1	1723819	0.0
Chr1	1731344	0.0
Chr1	1743940	0.413
Chr1	1753226	0.054
Chr1	6433970	0.364
Chr1	11978778	0.998
Chr1	1786614	0.759
Chr1	1813837	0.0
Chr1	9483409	0.483
Chr1	5315118	0.482
Chr1	5739542	0.178
Chr1	10436436	0.0
Chr1	1855037	0.546
Chr1	13206585	0.0
Chr1	5363450	0.0
Chr1	3572709	0.0
Chr1	7735271	0.05
Chr1	1928359	0.0
Chr1	1947383	0.117
Chr1	1971732	0.0
Chr1	1988307	0.0
Chr1	4702035	0.0
Chr1	9626757	0.231
Chr1	11376685	0.0
Chr1	5446868	0.0
Chr1	5641895	0.741
Chr1	11903838	0.0
Chr1	3599794	0.0
Chr1	7479941	0.053
Chr1	2490952	0.0
Chr1	2518353	0.137
Chr1	3658001	0.39
Chr1	6214915	0.0
Chr1	3820324	0.168
Chr1	10225421	0.065
Chr1	8662324	0.332
Chr1	13074544	0.0
Chr1	2689629	0.103
Chr1	9211364	0.367
Chr1	2731615	0.0
Chr1	9468400	0.0
Chr1	10222996	0.044
Chr1	6046223	0.0
Chr1	6168060	0.0
Chr1	12353732	0.0
Chr1	3264956	0.136
Chr1	3327719	0.565
Chr1	3392028	0.011
Chr1	3408919	0.0
Chr1	3648600	0.095
Chr1	3456884	0.0
Chr1	3496370	0.0
Chr1	3503425	0.523
Chr1	6086857	0.0
Chr1	3525776	0.038
Chr1	3534971	0.663
Chr1	3585554	0.0
Chr1	3614099	0.0
Chr1	6355882	0.478
Chr1	9959826	0.39
Chr1	3631361	0.087
Chr1	3733515	0.183
Chr1	3740837	0.553
Chr1	3847079	0.441
Chr1	3848009	0.0
Chr1	9033879	0.0
Chr1	3908832	0.0
Chr1	3713924	0.248
Chr1	9144305	0.051
Chr1	3937792	0.793
Chr1	3970583	0.0
Chr1	3989803	0.0
Chr1	10738336	0.671
Chr1	9555136	0.313
Chr1	11712131	0.376
Chr1	4189999	0.12
Chr1	8386912	0.457
Chr1	4219381	0.302
Chr1	10054632	0.0
Chr1	4244930	0.0
Chr1	4414528	0.325
Chr1	9210452	0.331
Chr1	4461570	0.614
Chr1	4548256	0.62
Chr1	9847023	0.311
Chr1	8695724	0.42
Chr1	7334396	0.696
Chr1	4645449	0.0
Chr1	4653979	0.0
Chr1	9481237	0.833
Chr1	11673861	0.0
Chr1	8371439	0.0
Chr1	4753992	0.0
Chr1	11769332	0.0
Chr1	11122314	0.0
Chr1	10247851	0.857
Chr1	12868215	0.0
Chr1	4822260	0.055
Chr1	4835262	0.102
Chr1	4919450	0.0
Chr1	9457494	0.003
Chr1	5109392	0.0
Chr1	11470112	0.0
Chr1	5150897	0.227
Chr1	10797764	0.0
Chr1	10050525	0.633
Chr1	5210676	0.086
Chr1	5249834	0.579
Chr1	5419230	0.0
Chr1	5499006	0.0
Chr1	5513403	0.0
Chr1	5540530	0.587
Chr1	5548113	0.898
Chr1	11668186	0.0
