Chrom	Pos	EnrichmentRatio
Chr1	74736	0.1798
Chr1	103308	0.1049
Chr1	7675238	0.0
Chr1	152232	0.0331
Chr1	3799279	0.1599
Chr1	170065	0.0
Chr1	193815	0.1199
Chr1	1595066	0.0899
Chr1	211851	0.0
Chr1	9629726	0.0599
Chr1	2169571	0.2549
Chr1	12582061	0.0
Chr1	9153882	0.2247
Chr1	2460974	0.2222
Chr1	325017	0.3148
Chr1	369123	0.0772
Chr1	2527850	0.0
Chr1	10486563	0.1011
Chr1	420421	0.0
Chr1	681656	0.0105
Chr1	6529672	0.2098
Chr1	6071470	0.2367
Chr1	539570	0.1049
Chr1	1901393	0.2006
Chr1	565836	0.0
Chr1	597354	0.1899
Chr1	7196899	0.0
Chr1	664710	0.0559
Chr1	689314	0.2248
Chr1	9504742	0.1348
Chr1	705273	0.2398
Chr1	11046861	0.0749
Chr1	729413	0.1049
Chr1	774736	0.1798
Chr1	795795	0.3903
Chr1	834184	0.2098
Chr1	857928	0.0872
Chr1	929914	0.2098
Chr1	955357	0.0
Chr1	956766	0.0
Chr1	964281	0.0599
Chr1	10833237	0.1912
Chr1	9206062	0.256
Chr1	1076591	0.2098
Chr1	1103918	0.1017
Chr1	9119092	0.0358
Chr1	1131954	0.0
Chr1	4644681	0.2247
Chr1	2654551	0.1099
Chr1	1184146	0.1948
Chr1	2939512	0.1948
Chr1	2580175	0.2697
Chr1	7586102	0.1697
Chr1	1259557	0.0299
Chr1	1263578	0.0299
Chr1	1280140	0.0
Chr1	1281537	0.0736
Chr1	5638426	0.0
Chr1	1285065	0.0749
Chr1	1289574	0.2848
Chr1	1292044	0.2099
Chr1	9064933	0.0749
Chr1	10905467	0.1499
Chr1	1384409	0.0449
Chr1	7515880	0.0329
Chr1	3356715	0.1798
Chr1	7320466	0.1115
Chr1	1583081	0.1648
Chr1	5710943	0.1948
Chr1	1661091	0.1199
Chr1	1679911	0.1648
Chr1	1719805	0.2997
Chr1	1723819	0.1829
Chr1	1731344	0.2097
Chr1	1743940	0.1888
Chr1	1753226	0.1648
Chr1	6433970	0.2547
Chr1	11978778	0.1049
Chr1	1786614	0.1648
Chr1	1813837	0.1948
Chr1	9483409	0.6538
Chr1	5315118	0.1348
Chr1	5739542	0.0891
Chr1	10436436	0.1812
Chr1	1855037	0.0785
Chr1	13206585	0.1648
Chr1	5363450	0.0749
Chr1	3572709	0.1199
Chr1	7735271	0.1349
Chr1	1928359	0.0
Chr1	1947383	0.3881
Chr1	1971732	0.1349
Chr1	1988307	0.1947
Chr1	4702035	0.0
Chr1	9626757	0.0406
Chr1	11376685	0.0
Chr1	5446868	0.6898
Chr1	5641895	0.0
Chr1	11903838	0.0
Chr1	3599794	0.1149
Chr1	7479941	0.1648
Chr1	2490952	0.2098
Chr1	2518353	0.0
Chr1	3658001	0.2698
Chr1	6214915	0.1648
Chr1	3820324	0.1349
Chr1	10225421	0.2549
Chr1	8662324	0.3448
Chr1	13074544	0.1792
Chr1	2689629	0.2919
Chr1	9211364	0.4597
Chr1	2731615	0.0613
Chr1	9468400	0.0
Chr1	10222996	0.3448
Chr1	6046223	0.0
Chr1	6168060	0.2657
Chr1	12353732	0.3379
Chr1	3264956	0.2848
Chr1	3327719	0.3229
Chr1	3392028	0.3298
Chr1	3408919	0.0749
Chr1	3648600	0.1198
Chr1	3456884	0.1532
Chr1	3496370	0.1049
Chr1	3503425	0.1649
Chr1	6086857	0.0899
Chr1	3525776	0.1049
Chr1	3534971	0.1648
Chr1	3585554	0.0749
Chr1	3614099	0.3147
Chr1	6355882	0.1798
Chr1	9959826	0.0899
Chr1	3631361	0.0449
Chr1	3733515	0.0899
Chr1	3740837	0.0936
Chr1	3847079	0.2098
Chr1	3848009	0.2098
Chr1	9033879	0.2248
Chr1	3908832	0.0331
Chr1	3713924	0.1475
Chr1	9144305	0.0449
Chr1	3937792	0.0749
Chr1	3970583	0.2247
Chr1	3989803	0.1648
Chr1	10738336	0.0449
Chr1	9555136	0.2398
Chr1	11712131	0.0899
Chr1	4189999	0.2496
Chr1	8386912	0.1499
Chr1	4219381	0.4497
Chr1	10054632	0.0
Chr1	4244930	0.4197
Chr1	4414528	0.0
Chr1	9210452	0.4497
Chr1	4461570	0.2698
Chr1	4548256	0.2342
Chr1	9847023	0.0622
Chr1	8695724	0.1499
Chr1	7334396	0.1349
Chr1	4645449	0.2247
Chr1	4653979	0.0
Chr1	9481237	0.5847
Chr1	11673861	0.1648
Chr1	8371439	0.0
Chr1	4753992	0.3157
Chr1	11769332	0.0899
Chr1	11122314	0.2098
Chr1	10247851	0.1348
Chr1	12868215	0.1049
Chr1	4822260	0.2048
Chr1	4835262	0.1948
Chr1	4919450	0.2548
Chr1	9457494	0.1949
