Chrom	Pos	EnrichmentRatio
Chr1	74736	0.83
Chr1	103308	0.7426
Chr1	7675238	0.5897
Chr1	152232	0.6952
Chr1	3799279	1.0
Chr1	170065	0.6388
Chr1	193815	0.9541
Chr1	1595066	0.4437
Chr1	211851	0.6852
Chr1	9629726	0.5514
Chr1	2169571	0.6076
Chr1	12582061	0.5743
Chr1	9153882	0.7654
Chr1	2460974	1.0
Chr1	325017	1.0
Chr1	369123	0.617
Chr1	2527850	0.5193
Chr1	10486563	0.5256
Chr1	420421	1.0
Chr1	681656	1.0
Chr1	6529672	1.0
Chr1	6071470	0.7453
Chr1	539570	0.5758
Chr1	1901393	1.0
Chr1	565836	0.8412
Chr1	597354	0.9523
Chr1	7196899	0.4548
Chr1	664710	1.0
Chr1	689314	1.0
Chr1	9504742	1.0
Chr1	705273	1.0
Chr1	11046861	0.8029
Chr1	729413	0.8526
Chr1	774736	1.0
Chr1	795795	1.0
Chr1	834184	0.9332
Chr1	857928	1.0
Chr1	929914	0.5248
Chr1	955357	0.7943
Chr1	956766	0.4123
Chr1	964281	1.0
Chr1	10833237	0.8857
Chr1	9206062	0.6581
Chr1	1076591	1.0
Chr1	1103918	0.4796
Chr1	9119092	0.7186
Chr1	1131954	0.3273
Chr1	4644681	1.0
Chr1	2654551	1.0
Chr1	1184146	1.0
Chr1	2939512	1.0
Chr1	2580175	1.0
Chr1	7586102	1.0
Chr1	1259557	1.0
Chr1	1263578	1.0
Chr1	1280140	0.4629
Chr1	1281537	0.6026
Chr1	5638426	0.1141
Chr1	1285065	0.7716
Chr1	1289574	0.8965
Chr1	1292044	0.9106
Chr1	9064933	0.3764
Chr1	10905467	0.7792
Chr1	1384409	0.7809
Chr1	7515880	0.673
Chr1	3356715	0.8232
Chr1	7320466	0.4986
Chr1	1583081	1.0
Chr1	5710943	1.0
Chr1	1661091	1.0
Chr1	1679911	1.0
Chr1	1719805	1.0
Chr1	1723819	0.8877
Chr1	1731344	1.0
Chr1	1743940	0.4961
Chr1	1753226	1.0
Chr1	6433970	1.0
Chr1	11978778	0.7249
Chr1	1786614	1.0
Chr1	1813837	1.0
Chr1	9483409	0.8287
Chr1	5315118	0.8439
Chr1	5739542	1.0
Chr1	10436436	1.0
Chr1	1855037	0.9758
Chr1	13206585	0.4553
Chr1	5363450	0.6601
Chr1	3572709	1.0
Chr1	7735271	0.411
Chr1	1928359	0.7982
Chr1	1947383	1.0
Chr1	1971732	1.0
Chr1	1988307	1.0
Chr1	4702035	0.1932
Chr1	9626757	0.5643
Chr1	11376685	0.4825
Chr1	5446868	0.7626
Chr1	5641895	0.2012
Chr1	11903838	0.6857
Chr1	3599794	1.0
Chr1	7479941	1.0
Chr1	2490952	0.9617
Chr1	2518353	0.4069
Chr1	3658001	1.0
Chr1	6214915	1.0
Chr1	3820324	1.0
Chr1	10225421	0.3185
Chr1	8662324	0.7959
Chr1	13074544	0.6328
Chr1	2689629	0.8254
Chr1	9211364	1.0
Chr1	2731615	1.0
Chr1	9468400	0.5634
Chr1	10222996	0.4701
Chr1	6046223	1.0
Chr1	6168060	0.866
Chr1	12353732	1.0
Chr1	3264956	0.8676
Chr1	3327719	0.7095
Chr1	3392028	1.0
Chr1	3408919	1.0
Chr1	3648600	1.0
Chr1	3456884	0.9126
Chr1	3496370	0.8984
Chr1	3503425	1.0
Chr1	6086857	0.9942
Chr1	3525776	0.6014
Chr1	3534971	1.0
Chr1	3585554	0.952
Chr1	3614099	1.0
Chr1	6355882	1.0
Chr1	9959826	0.2852
Chr1	3631361	0.7887
Chr1	3733515	0.8029
Chr1	3740837	1.0
Chr1	3847079	0.7865
Chr1	3848009	0.6935
Chr1	9033879	1.0
Chr1	3908832	0.7566
Chr1	3713924	0.82
Chr1	9144305	1.0
Chr1	3937792	0.3193
Chr1	3970583	1.0
Chr1	3989803	0.9248
Chr1	10738336	1.0
Chr1	9555136	0.7811
Chr1	11712131	0.4931
Chr1	4189999	0.3344
Chr1	8386912	0.4113
Chr1	4219381	0.675
Chr1	10054632	0.9573
Chr1	4244930	0.7335
Chr1	4414528	0.2355
Chr1	9210452	1.0
Chr1	4461570	0.6878
Chr1	4548256	0.8075
Chr1	9847023	0.5131
Chr1	8695724	0.2451
Chr1	7334396	0.4667
Chr1	4645449	1.0
Chr1	4653979	0.1123
Chr1	9481237	0.983
Chr1	11673861	0.8997
Chr1	8371439	0.9629
Chr1	4753992	0.8929
Chr1	11769332	1.0
Chr1	11122314	0.7571
Chr1	10247851	0.2977
Chr1	12868215	0.6912
Chr1	4822260	0.4248
Chr1	4835262	0.7605
Chr1	4919450	1.0
Chr1	9457494	0.281
Chr1	5109392	1.0
Chr1	11470112	1.0
Chr1	5150897	0.4995
Chr1	10797764	0.4826
Chr1	10050525	1.0
Chr1	5210676	1.0
Chr1	5249834	1.0
Chr1	5419230	1.0
Chr1	5499006	1.0
Chr1	5513403	1.0
Chr1	5540530	1.0
Chr1	5548113	0.7331
Chr1	11668186	0.484
Chr1	5575402	0.8153
Chr1	5628164	1.0
Chr1	5635935	0.1201
Chr1	6143887	0.9694
Chr1	9604117	1.0
Chr1	9815270	0.2585
Chr1	5846845	1.0
Chr1	7914687	0.5457
Chr1	5870037	0.7165
Chr1	5942602	0.8141
Chr1	5956947	1.0
Chr1	7591856	1.0
Chr1	6062113	0.574
Chr1	6066601	0.7098
Chr1	7154994	0.9216
Chr1	6082170	1.0
Chr1	6148297	1.0
Chr1	6319217	0.8386
Chr1	9455722	0.3838
Chr1	6322780	0.8674
Chr1	6369885	0.8508
Chr1	7022640	0.7743
Chr1	6488472	0.5721
Chr1	10791100	1.0
Chr1	12549455	1.0
Chr1	10722462	0.5736
Chr1	9828067	0.5127
